gtbboxid,classid,imageid,lx,rx,ty,by,difficult,split
468,91,25,0.1775,0.5800,0.2867,0.5333,0,train
469,91,25,0.1700,0.5775,0.5233,0.7567,0,train
470,91,25,0.1500,0.5450,0.7433,0.9733,0,train
471,91,25,0.5775,0.9650,0.3067,0.5300,0,train
472,91,25,0.5750,0.9650,0.5233,0.7500,0,train
473,91,25,0.5425,0.9350,0.7467,0.9733,0,train
474,1007,25,0.2300,0.5800,0.0000,0.1700,1,train
475,1007,25,0.5800,0.9250,0.0000,0.1800,1,train
476,93,26,0.0000,0.1500,0.0400,0.1950,0,train
477,1008,26,0.1433,0.3367,0.0025,0.1875,0,train
478,1008,26,0.3367,0.5333,0.0100,0.1875,0,train
479,95,26,0.5300,0.7233,0.0000,0.1750,0,train
480,95,26,0.7200,0.9267,0.0000,0.1750,0,train
481,1007,26,0.0000,0.2733,0.4525,0.5925,0,train
482,1007,26,0.0000,0.2733,0.3050,0.4525,0,train
483,91,26,0.0000,0.2867,0.6550,0.7625,0,train
484,91,26,0.0000,0.2933,0.7550,0.8700,0,train
485,91,26,0.0000,0.2533,0.8700,0.9875,0,train
486,89,26,0.2867,0.5933,0.6675,0.7875,0,train
487,89,26,0.2600,0.6100,0.8150,0.9825,0,train
488,89,26,0.6067,0.9700,0.8450,0.9850,0,train
489,89,26,0.6133,1.0000,0.7500,0.8775,0,train
490,89,26,0.6133,1.0000,0.6550,0.7650,0,train
491,96,27,0.0000,0.1300,0.7133,0.9900,0,train
492,96,27,0.1150,0.2475,0.7300,0.9900,0,train
493,93,27,0.2425,0.3675,0.7300,0.9833,0,train
494,93,27,0.3600,0.4725,0.7233,0.9900,0,train
495,1008,27,0.4675,0.6025,0.7233,1.0000,0,train
496,1008,27,0.5975,0.7375,0.7267,1.0000,0,train
497,95,27,0.7325,0.8925,0.7200,1.0000,0,train
498,97,27,0.1075,0.2375,0.3400,0.5267,0,train
499,98,27,0.2200,0.3450,0.3267,0.5233,0,train
500,98,27,0.3375,0.4650,0.3233,0.5300,0,train
501,98,27,0.2350,0.3600,0.1400,0.3300,0,train
502,98,27,0.3425,0.4675,0.1133,0.3267,0,train
503,99,27,0.4675,0.5775,0.3733,0.5233,0,train
504,99,27,0.5725,0.6875,0.3667,0.5200,0,train
505,99,27,0.4675,0.5700,0.1867,0.3767,0,train
506,99,27,0.5650,0.6775,0.1833,0.3700,0,train
507,100,27,0.6800,0.8475,0.3033,0.5167,0,train
508,100,27,0.8250,0.9775,0.2967,0.5167,0,train
509,100,27,0.6750,0.8150,0.0933,0.3567,0,train
510,100,27,0.8000,0.8925,0.1667,0.3033,1,train
511,101,28,0.0000,0.1400,0.5833,0.7500,0,train
512,92,28,0.1050,0.3250,0.7367,0.9367,0,train
513,92,28,0.3075,0.5125,0.7233,0.9300,0,train
514,92,28,0.3250,0.5075,0.5867,0.7500,0,train
515,92,28,0.2200,0.3300,0.5933,0.7100,1,train
516,1007,28,0.5100,0.7175,0.7533,0.9367,0,train
517,1007,28,0.5050,0.7075,0.5833,0.7600,0,train
518,1007,28,0.7050,0.9125,0.5867,0.7600,0,train
519,1007,28,0.7125,0.9250,0.7567,0.9333,0,train
520,102,28,0.0000,0.1250,0.1633,0.3267,1,train
521,103,28,0.0850,0.2400,0.2267,0.4700,0,train
522,103,28,0.2400,0.3350,0.2767,0.4667,0,train
523,96,28,0.3275,0.4575,0.2100,0.4700,0,train
524,96,28,0.4575,0.5700,0.2667,0.4700,0,train
525,93,28,0.5675,0.6850,0.2733,0.4700,0,train
526,93,28,0.6825,0.7950,0.2700,0.4700,0,train
527,1008,28,0.7950,0.9450,0.2500,0.4700,0,train
528,1008,28,0.9375,1.0000,0.2600,0.4700,0,train
529,104,29,0.0000,0.1225,0.5767,0.7433,0,train
530,104,29,0.0000,0.1275,0.7333,0.9000,0,train
531,90,29,0.1250,0.3200,0.7400,0.9133,0,train
532,90,29,0.1200,0.3300,0.5800,0.7500,0,train
533,90,29,0.3175,0.5150,0.7133,0.9100,0,train
534,90,29,0.3325,0.5000,0.5733,0.7167,0,train
535,91,29,0.5275,0.7500,0.7767,0.9300,0,train
536,91,29,0.5300,0.7675,0.6733,0.8067,0,train
537,91,29,0.5350,0.7650,0.5600,0.6867,0,train
538,91,29,0.7625,0.9775,0.5633,0.6833,0,train
539,91,29,0.7625,0.9800,0.6800,0.8100,0,train
540,91,29,0.7450,0.9700,0.8000,0.9267,0,train
541,101,29,0.0000,0.1900,0.3300,0.4833,0,train
542,101,29,0.0000,0.2075,0.1700,0.3367,0,train
543,92,29,0.1925,0.3825,0.3333,0.4900,0,train
544,92,29,0.3800,0.5725,0.3367,0.4933,0,train
545,92,29,0.3825,0.5550,0.2067,0.3467,0,train
546,1007,29,0.5650,0.7575,0.3400,0.4933,0,train
547,1007,29,0.5550,0.7550,0.1833,0.3433,0,train
548,1007,29,0.7550,0.9500,0.3433,0.4967,0,train
549,1007,29,0.7525,0.9475,0.1800,0.3433,0,train
550,92,29,0.2750,0.3850,0.2533,0.3367,1,train
551,1009,30,0.0000,0.1675,0.7433,0.9500,0,train
552,1009,30,0.0125,0.1875,0.6000,0.7433,0,train
553,104,30,0.1900,0.3675,0.7267,0.8800,0,train
554,104,30,0.2000,0.3625,0.6033,0.7300,0,train
555,104,30,0.3600,0.5525,0.7467,0.9467,0,train
556,104,30,0.3625,0.5300,0.6033,0.7500,0,train
557,104,30,0.5250,0.7125,0.6100,0.7833,0,train
558,104,30,0.5525,0.7325,0.7633,0.9467,0,train
559,90,30,0.7275,0.9275,0.7767,0.9433,0,train
560,90,30,0.7150,0.9200,0.6100,0.7833,0,train
562,101,30,0.2425,0.4225,0.2267,0.3800,0,train
563,101,30,0.4275,0.5850,0.3767,0.5233,0,train
564,101,30,0.4200,0.5900,0.2367,0.3833,0,train
565,101,30,0.5900,0.7950,0.3700,0.5333,0,train
566,101,30,0.5875,0.7875,0.2167,0.3800,0,train
567,92,30,0.7925,0.9725,0.3767,0.5367,0,train
568,92,30,0.8575,1.0000,0.2567,0.3833,0,train
569,102,31,0.0000,0.2200,0.1550,0.2750,0,train
570,102,31,0.0000,0.2700,0.0175,0.1550,0,train
571,102,31,0.2167,0.5200,0.1325,0.2800,0,train
572,102,31,0.5200,0.8233,0.1350,0.2700,0,train
573,102,31,0.5267,0.8367,0.0000,0.1350,0,train
574,103,31,0.8367,1.0000,0.0500,0.2625,0,train
576,101,31,0.0567,0.3133,0.3875,0.5100,0,train
577,101,31,0.3133,0.5667,0.3825,0.5075,0,train
578,101,31,0.3133,0.5667,0.5000,0.6225,0,train
579,101,31,0.5633,0.8733,0.3700,0.5125,0,train
580,101,31,0.5700,0.8733,0.5050,0.6475,0,train
581,104,31,0.0133,0.2633,0.7800,0.9125,0,train
582,104,31,0.0300,0.2433,0.7275,0.7850,0,train
583,104,31,0.2100,0.5033,0.8100,1.0000,0,train
584,104,31,0.2467,0.4867,0.7075,0.8175,0,train
585,104,31,0.4767,0.7533,0.7175,0.8600,0,train
586,104,31,0.4967,0.7867,0.8375,1.0000,0,train
587,90,31,0.7900,1.0000,0.8625,1.0000,0,train
588,90,31,0.7667,1.0000,0.7225,0.8700,0,train
589,106,32,0.0900,0.2900,0.1667,0.2967,0,train
590,106,32,0.0750,0.2825,0.2933,0.4367,0,train
591,106,32,0.0600,0.2700,0.4300,0.5567,0,train
592,106,32,0.2875,0.4850,0.1667,0.3000,0,train
593,106,32,0.2775,0.4800,0.2933,0.4400,0,train
594,106,32,0.2675,0.4700,0.4333,0.5667,0,train
595,107,32,0.4800,0.5975,0.1400,0.3500,0,train
596,107,32,0.4750,0.5950,0.3433,0.5600,0,train
597,107,32,0.5925,0.7100,0.1333,0.3500,0,train
598,107,32,0.5950,0.7200,0.3467,0.5600,0,train
599,94,32,0.7050,0.8375,0.1333,0.3500,0,train
600,94,32,0.8175,0.9475,0.1433,0.3600,0,train
601,94,32,0.7125,0.8575,0.3467,0.5667,0,train
602,94,32,0.8375,0.9825,0.3500,0.5667,0,train
603,108,32,0.0000,0.1550,0.8533,1.0000,0,train
604,108,32,0.0050,0.1425,0.7367,0.8500,1,train
605,102,32,0.1675,0.3950,0.6867,0.8500,0,train
606,102,32,0.1425,0.3550,0.8500,1.0000,0,train
607,102,32,0.3475,0.5625,0.8433,1.0000,0,train
608,102,32,0.5575,0.7700,0.8533,1.0000,0,train
609,102,32,0.5525,0.7725,0.6833,0.8600,0,train
610,103,32,0.7650,0.9150,0.7567,1.0000,0,train
611,103,32,0.9000,0.9800,0.7700,1.0000,0,train
612,104,33,0.0000,0.2250,0.0000,0.1500,1,train
613,104,33,0.0000,0.2375,0.1467,0.3500,0,train
614,90,33,0.2225,0.4850,0.0000,0.1400,0,train
615,90,33,0.2350,0.4900,0.1333,0.3533,0,train
616,90,33,0.4900,0.7425,0.1300,0.3433,0,train
617,90,33,0.4825,0.6950,0.0000,0.1433,0,train
618,91,33,0.7500,1.0000,0.1667,0.3433,0,train
619,91,33,0.7600,1.0000,0.0000,0.1700,1,train
620,109,33,0.0000,0.2400,0.6367,0.8733,0,train
621,109,33,0.0575,0.2625,0.4567,0.6400,0,train
622,109,33,0.2375,0.4725,0.6700,0.8667,0,train
623,109,33,0.2400,0.4825,0.4733,0.6800,0,train
624,110,33,0.4875,0.7400,0.6500,0.9000,0,train
625,110,33,0.7350,0.9925,0.6800,0.9033,0,train
626,110,33,0.4900,0.6850,0.4533,0.6233,0,train
627,110,33,0.7050,1.0000,0.4733,0.6900,0,train
628,90,34,0.0000,0.2100,0.0467,0.3067,0,train
629,91,34,0.2025,0.5675,0.0833,0.3067,0,train
630,91,34,0.5675,0.9475,0.0733,0.2967,0,train
631,110,34,0.0000,0.2050,0.6800,0.9600,0,train
632,110,34,0.0725,0.2875,0.4433,0.6200,1,train
633,110,34,0.2000,0.4975,0.7167,0.9700,0,train
634,110,34,0.1975,0.5000,0.4667,0.7267,0,train
635,110,34,0.4950,0.8100,0.4500,0.7233,0,train
636,110,34,0.4925,0.7950,0.7167,0.9667,0,train
637,111,34,0.8050,1.0000,0.4567,0.6667,0,train
638,111,34,0.7950,1.0000,0.6667,0.8700,0,train
639,91,35,0.0950,0.4800,0.0933,0.3200,0,train
640,89,35,0.5000,0.8875,0.0867,0.3067,0,train
641,110,35,0.0575,0.4025,0.4700,0.7567,0,train
642,110,35,0.0725,0.3950,0.7333,1.0000,0,train
643,111,35,0.4125,0.6700,0.4767,0.6967,0,train
644,111,35,0.4100,0.6675,0.6900,0.8967,0,train
645,111,35,0.6700,0.9375,0.4700,0.6933,0,train
646,111,35,0.6650,0.9250,0.6900,0.8900,0,train
647,1010,36,0.0000,0.2075,0.7133,0.9733,0,train
648,113,36,0.1900,0.4750,0.7800,0.9967,0,train
649,113,36,0.2300,0.4950,0.5767,0.7967,0,train
650,113,36,0.4975,0.7675,0.5800,0.8167,0,train
651,113,36,0.4725,0.7500,0.7967,1.0000,0,train
652,113,36,0.7475,0.9975,0.7667,1.0000,0,train
653,110,36,0.1175,0.4300,0.1933,0.4667,0,train
654,110,36,0.4275,0.7325,0.2033,0.4700,0,train
655,110,36,0.7250,1.0000,0.2167,0.4700,0,train
656,110,36,0.4300,0.7400,0.0000,0.2167,0,train
657,110,36,0.7375,1.0000,0.0000,0.2167,0,train
658,110,36,0.2150,0.4375,0.0300,0.2100,0,train
659,1010,36,0.0225,0.2275,0.6633,0.7233,1,train
660,111,37,0.2600,0.6300,0.0150,0.2050,0,train
661,111,37,0.6267,1.0000,0.0050,0.2000,0,train
662,113,37,0.0000,0.3633,0.4550,0.6425,0,train
663,113,37,0.0933,0.3733,0.4050,0.4625,1,train
664,114,37,0.3733,0.7000,0.4475,0.6000,0,train
665,114,37,0.6933,1.0000,0.4150,0.5925,0,train
666,114,37,0.3833,0.7300,0.3025,0.4625,0,train
667,114,37,0.7167,0.9767,0.3700,0.4175,1,train
668,115,37,0.0000,0.1767,0.8100,0.9750,1,train
669,112,37,0.1633,0.4467,0.8025,0.9750,0,train
670,112,37,0.3033,0.5867,0.6950,0.8500,0,train
671,112,37,0.4400,0.7100,0.7850,0.9550,0,train
672,112,37,0.6967,1.0000,0.8075,0.9925,0,train
673,112,37,0.6867,0.9600,0.7300,0.8150,1,train
674,93,38,0.0100,0.1625,0.1000,0.3400,0,train
675,93,38,0.1625,0.3050,0.1000,0.3400,0,train
676,1008,38,0.3025,0.4675,0.0633,0.3400,0,train
677,1008,38,0.4700,0.6250,0.0833,0.3467,0,train
678,95,38,0.6325,0.8025,0.0633,0.3467,0,train
679,95,38,0.7900,0.9600,0.0667,0.3500,0,train
680,1007,38,0.0825,0.3850,0.5133,0.7467,0,train
681,1007,38,0.0775,0.3875,0.7467,1.0000,0,train
682,116,39,0.0150,0.2050,0.1833,0.3400,0,train
683,116,39,0.0150,0.2000,0.3333,0.4867,0,train
684,101,39,0.2025,0.3900,0.1800,0.3433,0,train
686,101,39,0.3900,0.5700,0.1867,0.3500,0,train
687,101,39,0.3975,0.5650,0.3433,0.5000,0,train
688,101,39,0.5700,0.7900,0.1700,0.3467,0,train
689,101,39,0.5650,0.7875,0.3400,0.5100,0,train
690,92,39,0.7875,0.9850,0.3433,0.5200,0,train
691,92,39,0.8725,1.0000,0.2167,0.3600,1,train
692,1009,39,0.0000,0.1575,0.5833,0.7233,1,train
693,1009,39,0.0000,0.1400,0.7233,0.9333,1,train
694,104,39,0.1575,0.3275,0.5833,0.7100,0,train
695,104,39,0.1450,0.3275,0.7067,0.8667,0,train
696,104,39,0.3250,0.5050,0.5833,0.7367,0,train
697,104,39,0.3125,0.5200,0.7667,0.9500,0,train
698,104,39,0.5000,0.6925,0.5933,0.7800,0,train
699,104,39,0.5175,0.7125,0.7500,0.9433,0,train
700,90,39,0.6950,0.9225,0.6000,0.7867,0,train
701,90,39,0.7150,0.9200,0.7733,0.9533,0,train
702,90,39,0.9050,1.0000,0.6033,0.7467,1,train
703,108,40,0.0767,0.3500,0.2250,0.3100,0,train
704,102,40,0.3500,0.6200,0.0675,0.1975,0,train
705,102,40,0.3500,0.6267,0.1925,0.3100,0,train
706,102,40,0.6233,0.9167,0.1725,0.3050,0,train
707,116,40,0.0000,0.1867,0.5150,0.6350,0,train
708,116,40,0.1767,0.4167,0.4150,0.5200,0,train
709,116,40,0.1767,0.4133,0.5200,0.6250,0,train
710,101,40,0.4133,0.6500,0.4125,0.5275,0,train
712,101,40,0.6533,0.9033,0.4075,0.5200,0,train
713,101,40,0.6500,0.9000,0.5175,0.6350,0,train
714,104,40,0.3433,0.5867,0.7850,0.9200,0,train
715,104,40,0.3467,0.5800,0.7275,0.7950,1,train
716,104,40,0.5833,0.8767,0.8200,1.0000,0,train
717,104,40,0.5767,0.8267,0.7250,0.8250,0,train
718,104,40,0.8267,1.0000,0.7225,0.8575,1,train
719,116,41,0.3167,0.6100,0.4375,0.5825,0,train
720,116,41,0.6000,0.8867,0.3350,0.4600,0,train
721,116,41,0.6033,0.8800,0.4550,0.5800,0,train
722,1009,41,0.1833,0.5133,0.7900,0.9750,0,train
723,1009,41,0.2200,0.5600,0.6825,0.8350,0,train
724,1009,41,0.5167,0.8400,0.7750,0.9750,0,train
725,1009,41,0.5600,0.7833,0.6800,0.7750,1,train
726,104,41,0.8100,1.0000,0.7675,0.8950,1,train
727,117,41,0.0000,0.2767,0.0000,0.1175,0,train
728,104,41,0.2267,0.5767,0.0000,0.1825,0,train
729,108,41,0.5800,0.9400,0.0850,0.1850,0,train
730,117,42,0.1450,0.3850,0.0667,0.2267,0,train
731,117,42,0.1300,0.3625,0.2233,0.2933,1,train
732,104,42,0.3600,0.6450,0.0333,0.2800,0,train
733,108,42,0.6475,0.9700,0.1433,0.2800,0,train
734,116,42,0.4350,0.7025,0.6800,0.9167,0,train
735,116,42,0.6900,0.9525,0.6933,0.9000,0,train
736,116,42,0.6700,0.9425,0.5000,0.7000,0,train
737,116,43,0.7325,1.0000,0.6267,0.8600,0,train
738,117,43,0.4075,0.6625,0.0000,0.1500,0,train
739,104,43,0.7075,0.9700,0.0000,0.1933,1,train
740,105,44,0.0500,0.3850,0.3800,0.6333,0,train
741,105,44,0.0425,0.3775,0.6300,0.8833,0,train
742,105,44,0.3700,0.7050,0.6267,0.8900,0,train
743,1009,44,0.7050,1.0000,0.6267,0.8867,0,train
744,117,45,0.0850,0.3250,0.1433,0.2933,0,train
745,117,45,0.0700,0.2925,0.3000,0.3867,0,train
746,104,45,0.2900,0.5625,0.1567,0.3900,0,train
747,108,45,0.5725,0.8575,0.2500,0.3800,0,train
748,102,45,0.7975,1.0000,0.0200,0.2167,0,train
749,102,45,0.8500,1.0000,0.2033,0.3833,0,train
750,116,45,0.3675,0.6200,0.7300,0.9600,0,train
751,116,45,0.6050,0.8450,0.7400,0.9367,0,train
752,116,45,0.5950,0.8375,0.5700,0.7467,0,train
753,101,45,0.8350,1.0000,0.5600,0.7467,0,train
754,120,46,0.0000,0.1800,0.3400,0.6633,1,train
755,120,46,0.0000,0.1400,0.6133,0.9633,1,train
756,121,46,0.0600,0.3500,0.7567,0.9667,0,train
757,121,46,0.1525,0.3925,0.6333,0.7633,0,train
758,121,46,0.1875,0.4050,0.4900,0.6367,0,train
759,122,46,0.3500,0.6550,0.7467,0.9633,0,train
760,122,46,0.3950,0.6350,0.6167,0.7533,0,train
761,122,46,0.4050,0.6300,0.4633,0.6167,0,train
762,125,46,0.6600,0.9850,0.7667,0.9600,0,train
763,125,46,0.6425,0.9250,0.6033,0.7733,0,train
764,125,46,0.6300,0.8575,0.5000,0.6167,0,train
765,106,46,0.8675,1.0000,0.4167,0.5867,1,train
766,125,47,0.1950,0.4900,0.7967,0.9933,0,train
767,125,47,0.2175,0.4725,0.6333,0.8000,0,train
768,125,47,0.2500,0.4625,0.5300,0.6400,0,train
769,106,47,0.4825,0.7575,0.7967,1.0000,0,train
770,106,47,0.4750,0.7425,0.6167,0.8033,0,train
771,106,47,0.4750,0.7175,0.4700,0.6233,0,train
772,106,47,0.7050,0.9500,0.4767,0.6300,0,train
773,106,47,0.7175,0.9775,0.6267,0.8033,0,train
774,106,47,0.7325,1.0000,0.7967,0.9933,0,train
776,120,48,0.0000,0.1625,0.5700,0.9867,1,train
777,120,48,0.0025,0.1925,0.2367,0.6033,0,train
778,121,48,0.1225,0.4400,0.7367,0.9767,0,train
779,121,48,0.1800,0.4500,0.5700,0.7433,0,train
780,121,48,0.2125,0.4575,0.4033,0.5800,0,train
781,122,48,0.4425,0.7550,0.7367,0.9867,0,train
782,122,48,0.4425,0.7075,0.5700,0.7400,0,train
783,122,48,0.4525,0.6950,0.3967,0.5767,0,train
784,125,48,0.7450,1.0000,0.7700,0.9733,1,train
785,125,48,0.7175,1.0000,0.5933,0.7700,0,train
786,125,48,0.6900,0.9400,0.4633,0.6133,0,train
787,105,49,0.6375,0.9600,0.4800,0.7367,0,train
788,105,49,0.6350,0.9375,0.7200,0.9533,0,train
789,105,50,0.5367,0.9233,0.4100,0.5775,0,train
790,105,50,0.5367,0.9400,0.2400,0.4150,0,train
791,126,50,0.2333,0.5533,0.7450,0.9175,0,train
792,126,50,0.0000,0.2267,0.7850,0.9725,1,train
793,105,51,0.1350,0.3425,0.0000,0.1333,0,train
794,105,51,0.3425,0.5475,0.0000,0.1367,0,train
795,126,51,0.0075,0.1600,0.4133,0.5500,0,train
796,127,51,0.7250,0.8825,0.2800,0.4133,0,train
797,127,51,0.7600,0.8825,0.4133,0.5467,0,train
798,127,51,0.8825,0.9900,0.2867,0.4100,1,train
799,127,51,0.8775,1.0000,0.4167,0.5467,1,train
800,128,51,0.0025,0.1625,0.7833,0.9633,0,train
801,129,51,0.1625,0.3550,0.7733,0.9533,0,train
802,129,51,0.1975,0.4050,0.6800,0.8167,0,train
803,129,51,0.2150,0.3850,0.6300,0.7033,0,train
804,129,51,0.3725,0.5450,0.6333,0.7667,0,train
805,129,51,0.3500,0.5450,0.7767,0.9500,0,train
806,129,51,0.5525,0.7475,0.6900,0.8067,0,train
807,130,51,0.5575,0.7550,0.8033,0.9533,0,train
808,130,51,0.7400,0.8600,0.7067,0.8367,1,train
809,130,51,0.6975,0.8200,0.6100,0.6900,0,train
810,130,51,0.5550,0.6850,0.6167,0.6933,1,train
811,128,51,0.1075,0.2175,0.6233,0.6933,1,train
812,130,52,0.1275,0.3250,0.6433,0.8200,1,train
813,130,52,0.1300,0.3250,0.4700,0.6433,1,train
814,131,52,0.3300,0.6700,0.7400,1.0000,0,train
815,131,52,0.3225,0.6700,0.4467,0.7400,0,train
816,131,52,0.6700,1.0000,0.6467,0.9567,0,train
817,131,52,0.6700,0.7850,0.4533,0.6233,1,train
818,127,52,0.0725,0.3300,0.1033,0.2367,0,train
819,127,52,0.0750,0.3450,0.0000,0.1100,1,train
820,127,52,0.3275,0.5825,0.1067,0.2500,0,train
821,127,52,0.3475,0.5675,0.0033,0.1200,1,train
822,127,52,0.5800,0.8300,0.1200,0.2500,0,train
823,127,52,0.5700,0.8025,0.0000,0.1333,1,train
824,131,53,0.0950,0.4500,0.0000,0.2800,0,train
825,131,53,0.4525,0.7600,0.0000,0.2533,0,train
826,123,53,0.0000,0.2300,0.7567,1.0000,0,train
827,123,53,0.0000,0.2300,0.5667,0.7533,0,train
828,123,53,0.0000,0.2400,0.4133,0.5733,0,train
829,132,53,0.2325,0.4925,0.7833,0.9933,0,train
830,132,53,0.2300,0.4925,0.5367,0.7933,0,train
831,132,53,0.4875,0.7300,0.7100,0.9733,0,train
832,132,53,0.7100,0.9675,0.7200,0.9700,0,train
833,132,53,0.6550,0.8775,0.6400,0.7200,1,train
834,132,53,0.4950,0.6850,0.6467,0.7167,1,train
835,132,53,0.5625,0.6950,0.5133,0.6267,0,train
837,111,54,0.1450,0.4300,0.4467,0.6967,0,train
838,111,54,0.1450,0.4300,0.6867,0.9233,0,train
839,111,54,0.4350,0.7175,0.4600,0.7133,0,train
840,111,54,0.4300,0.7075,0.6933,0.9367,0,train
841,111,54,0.7075,0.9600,0.5633,1.0000,1,train
842,89,54,0.1775,0.6100,0.0000,0.2600,0,train
843,89,54,0.6075,1.0000,0.0033,0.2833,0,train
844,113,55,0.0000,0.2500,0.7550,0.9650,0,train
845,113,55,0.0000,0.2867,0.5900,0.7525,0,train
846,113,55,0.2800,0.6367,0.5875,0.7650,0,train
847,113,55,0.2400,0.6233,0.7600,0.9575,0,train
848,113,55,0.6167,0.9867,0.7325,0.9550,0,train
849,113,55,0.6333,0.8933,0.6800,0.7350,1,train
850,110,55,0.1533,0.5500,0.3075,0.4950,0,train
851,110,55,0.5467,0.9367,0.3075,0.4950,0,train
852,110,55,0.1533,0.5500,0.1250,0.3125,0,train
853,110,55,0.5500,0.9533,0.1100,0.3050,0,train
854,110,55,0.0000,0.1533,0.2050,0.3150,0,train
855,133,56,0.4875,0.6200,0.0667,0.2767,0,train
856,133,56,0.6150,0.7550,0.0633,0.2767,0,train
857,1011,56,0.0250,0.1900,0.6767,0.9500,0,train
858,1011,56,0.1875,0.3500,0.6800,0.9600,0,train
859,136,56,0.3450,0.5075,0.4167,0.6900,0,train
860,136,56,0.3500,0.5050,0.6733,0.9567,0,train
861,136,56,0.5075,0.6625,0.4167,0.6800,0,train
862,136,56,0.5075,0.6575,0.6667,0.9333,0,train
863,137,56,0.6625,0.8350,0.4200,0.6800,0,train
864,137,56,0.6675,0.8375,0.6700,0.9467,0,train
865,137,56,0.8350,1.0000,0.4167,0.6833,1,train
866,139,57,0.0200,0.1050,0.0000,0.1267,0,train
867,139,57,0.0000,0.1025,0.1167,0.3067,0,train
868,140,57,0.1075,0.2225,0.0000,0.1767,0,train
869,140,57,0.1025,0.2075,0.1567,0.3067,0,train
870,140,57,0.2075,0.3125,0.1600,0.3100,0,train
871,140,57,0.2475,0.3400,0.0733,0.1867,0,train
872,141,57,0.3125,0.4250,0.1567,0.3133,0,train
873,141,57,0.4250,0.5275,0.1567,0.3100,0,train
874,141,57,0.3400,0.4300,0.0700,0.1833,0,train
875,141,57,0.4250,0.5300,0.0000,0.1733,0,train
876,142,57,0.5300,0.6400,0.1500,0.3100,0,train
877,142,57,0.5250,0.6200,0.0700,0.1700,1,train
878,142,57,0.6400,0.7425,0.1600,0.3100,0,train
879,142,57,0.6350,0.7425,0.0000,0.1800,0,train
880,143,57,0.7475,0.8675,0.1567,0.3133,0,train
881,143,57,0.8575,0.9750,0.1600,0.3067,0,train
882,143,57,0.7400,0.8125,0.0700,0.1867,1,train
883,143,57,0.8050,0.9025,0.0833,0.1867,1,train
884,133,57,0.4725,0.5950,0.7033,0.9233,0,train
885,133,57,0.4800,0.5925,0.5100,0.7100,0,train
886,133,57,0.5925,0.7125,0.5100,0.7133,0,train
887,133,57,0.5925,0.7350,0.7100,0.9233,0,train
888,141,58,0.0200,0.2200,0.0225,0.2300,0,train
889,141,58,0.0000,0.2067,0.1950,0.3625,0,train
890,142,58,0.1967,0.4033,0.1900,0.3625,0,train
891,142,58,0.4033,0.5933,0.1975,0.3625,0,train
892,142,58,0.2567,0.4167,0.1075,0.2150,1,train
893,142,58,0.4100,0.5933,0.0275,0.2150,0,train
894,143,58,0.6033,0.8033,0.1925,0.3575,0,train
895,143,58,0.8033,1.0000,0.1925,0.3600,0,train
896,143,58,0.5833,0.7500,0.1075,0.2300,1,train
897,143,58,0.7433,0.9100,0.1150,0.2325,1,train
898,133,58,0.0400,0.2900,0.7700,1.0000,0,train
899,133,58,0.0900,0.3000,0.5625,0.7800,0,train
900,133,58,0.2800,0.5033,0.7725,0.9950,0,train
901,133,58,0.3000,0.5100,0.5225,0.7850,0,train
902,144,59,0.0175,0.1825,0.5033,0.9633,0,train
903,144,59,0.1825,0.3375,0.5100,0.9633,0,train
904,145,59,0.3500,0.4800,0.5033,0.9100,0,train
905,145,59,0.4825,0.6275,0.5267,0.9533,0,train
906,146,59,0.6450,0.7825,0.7233,0.9567,0,train
908,146,59,0.7675,0.9125,0.7200,0.9600,0,train
909,146,59,0.8875,1.0000,0.7167,0.9500,0,train
911,146,59,0.8525,0.9800,0.5233,0.7200,1,train
912,146,60,0.0100,0.1750,0.0000,0.1867,0,train
913,146,60,0.1775,0.3375,0.0000,0.1933,0,train
914,146,60,0.3375,0.4925,0.0000,0.1900,0,train
915,147,60,0.4950,0.7125,0.0000,0.1933,0,train
916,147,60,0.7100,0.9225,0.0000,0.1933,0,train
917,148,60,0.0475,0.1625,0.3533,0.5733,1,train
918,148,60,0.0525,0.1375,0.5733,0.7967,1,train
919,149,60,0.1325,0.2550,0.5600,0.8567,0,train
920,149,60,0.2375,0.4250,0.5900,0.9400,0,train
921,149,60,0.4250,0.6000,0.5833,0.9367,0,train
922,149,60,0.6000,0.7925,0.5900,0.9367,0,train
923,149,60,0.7800,0.9500,0.5767,0.9200,1,train
924,148,61,0.1825,0.3200,0.6067,0.8833,0,val-old-cl
925,148,61,0.2300,0.3425,0.3900,0.6067,1,val-old-cl
926,148,61,0.3325,0.4425,0.6033,0.8200,0,val-old-cl
927,148,61,0.3400,0.4500,0.3967,0.6100,0,val-old-cl
928,149,61,0.4600,0.6150,0.6033,0.8967,0,val-old-cl
929,149,61,0.6175,0.8150,0.6333,0.9867,0,val-old-cl
930,149,61,0.8025,0.9825,0.6367,0.9800,0,val-old-cl
931,145,61,0.1100,0.2325,0.0000,0.2233,1,val-old-cl
932,145,61,0.2300,0.3875,0.0000,0.2367,1,val-old-cl
933,146,61,0.4200,0.5750,0.0200,0.2400,0,val-old-cl
934,146,61,0.5775,0.7325,0.0233,0.2500,0,val-old-cl
935,146,61,0.7275,0.8850,0.0300,0.2533,0,val-old-cl
936,150,62,0.1025,0.3750,0.5167,0.9867,0,val-new-cl
937,151,62,0.3725,0.5750,0.6567,0.9800,1,val-new-cl
